model,storage,price
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm) works - 7/10,$67.45
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$50.00
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$50.00
verizon unlocked apple iphone 6 - 16gb,$83.99
apple iphone 6 - 16gb - space gray (unlocked),$100.00
apple iphone 6 - 16gb - space gray (at&t) unlocked  - mg4n2ll/a  used,$59.00
apple iphone 6 - 16gb - gold (unlocked) a1549 (holiday deals!!),$83.99
apple iphone 6 - 16gb - silver (unlocked) a1586 (cdma + gsm),$70.00
apple iphone 6 - 16gb - space gray (unlocked) a1586 (cdma + gsm),$74.99
verizon unlocked apple iphone 6 - 16gb,$83.99
apple iphone 6 - 16gb - space gray a1549 (at&t t-mobile gsm) unlocked,$55.00
apple iphone 6 - 16gb - gold (unlocked) a1586 (cdma + gsm),$69.99
"apple iphone 6 - 16gb - space gray - no accessories, no sim card",$69.99
apple iphone 6 - 16gb - gold (unlocked) a1549 (cdma + gsm),$39.99
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm),$44.99
apple iphone 6 - 16gb - gold (unlocked) a1549 (cdma + gsm),$31.50
apple iphone 6 - 16gb - space gray (unlocked) a1586 (cdma + gsm),$68.00
apple iphone 6 - 16gb - gold (gsm unlocked) a1549 smartphone clean esn #193,$79.95
apple iphone 6 - 16gb - space gray (tfw) a1549,$60.00
apple iphone 6 space gray unlocked (cdma + gsm),$78.99
apple iphone 6 - 16gb - space gray (at&t/unlocked) a1549 nr (d3),$44.99
apple iphone 6 - 16gb - silver (uscellular/unlocked) a1586 (a6),$64.99
apple iphone 6 - 16gb - silver (unlocked) gsm+cdma - mg482ll/a a1586,$75.00
apple iphone 6 16gb silver (unlocked) a1549 smartphone,$79.95
"apple iphone 6, 16gb, space grey, mg5w2ll/a, verizon a1549 unlocked",$72.00
apple iphone 6 - 16 gb unlocked phone,$105.00
apple iphone 6 - 16gb - silver (unlocked) - pre-owned,$78.99
apple iphone 6 - 16gb a grade - silver a1549 (gsm),$85.99
apple iphone 6 - 16gb - silver (unlocked) a1586 (cdma + gsm),$53.00
i phone 6 unlocked 16 gb used - good condition,$47.99
apple iphone 6 16gb unlocked verizon at&t t-mobile smartphone free shipping,$69.99
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm),$29.99
apple iphone 6 - 16gb - space gray (unlocked) a1586 (cdma + gsm) at&t,$74.95
iphone 6 • model a1549 • 16gb • cdma/gsm • unlocked • excellent,$65.00
apple iphone 6 - 16gb - a149 used on verizon screen is excellent,$64.99
apple iphone 6 16gb unlocked verizon at&t t-mobile smartphone free shipping,$69.99
apple iphone 6 - 16gb - a1549 (cdma + gsm) - unlocked - space gray verizon,$75.99
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm),$63.00
apple iphone 6 a1549 16gb att  clean esn clean imei,$70.00
apple iphone 6 s - 16gb - silver mkt72ll/a,$75.00
apple iphone 6 - 16gb - space grey(unlocked),$95.25
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm),$60.00
apple iphone 6 - 16gb - silver (unlocked) a1586 (cdma + gsm),$72.00
apple iphone 6 - 16gb - silver (unlocked) a1549 (gsm) (new screen),$125.00
apple iphone 6 16gb gray smart phone ios unlocked no sim card a1549 clean imei,$89.99
apple iphone 6 - 16gb - silver (unlocked) - a1549,$69.99
apple iphone 6 - 16gb - gold (unlocked) a1586 (cdma + gsm),$80.00
apple iphone 6 16gb space gray (unlocked) a1549 smartphone,$73.95
apple iphone 6 - 16gb - gold (unlocked) a1549 (cdma + gsm),$44.99
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm),$44.99
apple iphone 6  16gb space gray (unlocked) #23,$64.99
apple iphone 6 - 16gb- unlocked for any carrier,$86.99
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$25.00
